Task for: 20
Total number of subfolders detected: 1294 in parent folder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20
First subfolder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20/01184/
Take number of dataset folders as output partition for multiple dataset folders: 1294
--------------Starting the worker-------------
Total number of tasks: 1294
Total number of partitions: 1294
Total number of datasets: 1294
------------------------------
Starting work on task 0
warming up with batch size 1024 on cuda
done warming up in 15.185197353363037s
------------------------------
Starting work on task 1
------------------------------
Starting work on task 2
 sample_per_sec 15 ; sample_count 1024 
 sample_per_sec 190 ; sample_count 9561338 
 sample_per_sec 190 ; sample_count 9564410 
 sample_per_sec 190 ; sample_count 9566458 
 sample_per_sec 190 ; sample_count 9569530 
 sample_per_sec 190 ; sample_count 9569854 
 sample_per_sec 190 ; sample_count 9569854 
 sample_per_sec 190 ; sample_count 9569854 
 sample_per_sec 190 ; sample_count 9569854 
 sample_per_sec 190 ; sample_count 9569854 
 sample_per_sec 190 ; sample_count 9569854 
 sample_per_sec 190 ; sample_count 9570878 
 sample_per_sec 190 ; sample_count 9573950 
 sample_per_sec 190 ; sample_count 9573950 
 sample_per_sec 190 ; sample_count 9577022 
 sample_per_sec 190 ; sample_count 9579395 
 sample_per_sec 190 ; sample_count 9579395 
 sample_per_sec 190 ; sample_count 9579395 
 sample_per_sec 190 ; sample_count 9579395 
 ------------------------------
Starting work on task 1009
------------------------------
Starting work on task 1010
------------------------------
Starting work on task 1011
------------------------------
Starting work on task 1012
------------------------------
Starting work on task 1013
------------------------------
Starting work on task 1014
------------------------------
Starting work on task 1015
------------------------------
Starting work on task 1016
------------------------------
Starting work on task 1017
------------------------------
Starting work on task 1018
------------------------------
Starting work on task 1019
------------------------------
Starting work on task 1020
------------------------------
Starting work on task 1021
------------------------------
Starting work on task 1022
------------------------------
Starting work on task 1023
------------------------------
Starting work on task 1024
------------------------------
Starting work on task 1025
------------------------------
Starting work on task 1026
------------------------------
Starting work on task 1027
------------------------------
Starting work on task 1028
------------------------------
Starting work on task 1029
------------------------------
Starting work on task 1030
------------------------------
Starting work on task 1031
------------------------------
Starting work on task 1032
sample_per_sec 190 ; sample_count 9579395 
 sample_per_sec 190 ; sample_count 9580419 
 sample_per_sec 190 ; sample_count 9583491 
 sample_per_sec 190 ; sample_count 9586563 
 sample_per_sec 190 ; sample_count 9588950 
 sample_per_sec 190 ; sample_count 9588950 
 sample_per_sec 190 ; sample_count 9588950 
 sample_per_sec 190 ; sample_count 9588950 
 sample_per_sec 190 ; sample_count 9588950 
 sample_per_sec 190 ; sample_count 9589974 
 sample_per_sec 190 ; sample_count 9593046 
 sample_per_sec 190 ; sample_count 9593046 
 sample_per_sec 190 ; sample_count 9596118 
 sample_per_sec 190 ; sample_count 9598451 
 sample_per_sec 190 ; sample_count 9598451 
 sample_per_sec 190 ; sample_count 9598451 
 sample_per_sec 190 ; sample_count 9598451 
 sample_per_sec 190 ; sample_count 9598451 
 sample_per_sec 190 ; sample_count 9599475 
 sample_per_sec 190 ; sample_count 9599475 
 sample_per_sec 190 ; sample_count 9602547 
 sample_per_sec 190 ; sample_count 9605619 
 sample_per_sec 190 ; sample_count 9607946 
 sample_per_sec 190 ; sample_count 9607946 
 sample_per_sec 190 ; sample_count 9607946 
 sample_per_sec 190 ; sample_count 9607946 
 sample_per_sec 190 ; sample_count 9607946 
 sample_per_sec 190 ; sample_count 9607946 
 sample_per_sec 190 ; sample_count 9608970 
 sample_per_sec 190 ; sample_count 9612042 
 sample_per_sec 190 ; sample_count 9615114 
 sample_per_sec 190 ; sample_count 9617417 
 sample_per_sec 190 ; sample_count 9617417 
 sample_per_sec 190 ; sample_count 9617417 
 sample_per_sec 190 ; sample_count 9617417 
 sample_per_sec 190 ; sample_count 9618441 
 sample_per_sec 190 ; sample_count 9620489 
 sample_per_sec 190 ; sample_count 9623561 
 sample_per_sec 190 ; sample_count 9626633 
 sample_per_sec 190 ; sample_count 9626899 
 sample_per_sec 190 ; sample_count 9626899 
 sample_per_sec 190 ; sample_count 9626899 
 sample_per_sec 190 ; sample_count 9626899 
 sample_per_sec 190 ; sample_count 9627923 
 sample_per_sec 190 ; sample_count 9630995 
 sample_per_sec 190 ; sample_count 9634067 
 sample_per_sec 190 ; sample_count 9636438 
 sample_per_sec 190 ; sample_count 9636438 
 sample_per_sec 190 ; sample_count 9636438 
 sample_per_sec 190 ; sample_count 9636438 
 sample_per_sec 190 ; sample_count 9637462 
 sample_per_sec 190 ; sample_count 9639510 
 sample_per_sec 190 ; sample_count 9639510 
 sample_per_sec 190 ; sample_count 9642582 
 sample_per_sec 190 ; sample_count 9645942 
 sample_per_sec 190 ; sample_count 9645942 
 sample_per_sec 190 ; sample_count 9645942 
 sample_per_sec 190 ; sample_count 9645942 
 sample_per_sec 190 ; sample_count 9645942 
 sample_per_sec 190 ; sample_count 9646966 
 sample_per_sec 190 ; sample_count 9649014 
 sample_per_sec 190 ; sample_count 9652086 
 sample_per_sec 190 ; sample_count 9655158 
 sample_per_sec 190 ; sample_count 9655455 
 sample_per_sec 190 ; sample_count 9655455 
 sample_per_sec 190 ; sample_count 9655455 
 sample_per_sec 190 ; sample_count 9655455 
 sample_per_sec 190 ; sample_count 9656479 
 sample_per_sec 190 ; sample_count 9659551 
 sample_per_sec 190 ; sample_count 9661599 
 sample_per_sec 190 ; sample_count 9663647 
 sample_per_sec 190 ; sample_count 9664976 
 sample_per_sec 190 ; sample_count 9664976 
 sample_per_sec 190 ; sample_count 9664976 
 sample_per_sec 190 ; sample_count 9666000 
 sample_per_sec 190 ; sample_count 9666000 
 sample_per_sec 190 ; sample_count 9669072 
 sample_per_sec 190 ; sample_count 9671120 
 sample_per_sec 190 ; sample_count 9673168 
 sample_per_sec 190 ; sample_count 9674464 
 sample_per_sec 190 ; sample_count 9674464 
 sample_per_sec 190 ; sample_count 9674464 
 sample_per_sec 190 ; sample_count 9674464 
 sample_per_sec 190 ; sample_count 9675488 
 sample_per_sec 190 ; sample_count 9678560 
 sample_per_sec 190 ; sample_count 9680608 
 sample_per_sec 190 ; sample_count 9683680 
 sample_per_sec 190 ; sample_count 9684017 
 sample_per_sec 190 ; sample_count 9684017 
 sample_per_sec 190 ; sample_count 9684017 
 sample_per_sec 190 ; sample_count 9685041 
 sample_per_sec 190 ; sample_count 9685041 
 sample_per_sec 190 ; sample_count 9687089 
 sample_per_sec 190 ; sample_count 9689137 
 sample_per_sec 190 ; sample_count 9692209 
 sample_per_sec 190 ; sample_count 9693559 
 sample_per_sec 190 ; sample_count 9693559 
 sample_per_sec 190 ; sample_count 9693559 
 sample_per_sec 190 ; sample_count 9694583 
 sample_per_sec 190 ; sample_count 9697655 
 sample_per_sec 190 ; sample_count 9697655 
 sample_per_sec 190 ; sample_count 9700727 
 sample_per_sec 190 ; sample_count 9703108 
 sample_per_sec 190 ; sample_count 9703108 
 sample_per_sec 190 ; sample_count 9703108 
 sample_per_sec 190 ; sample_count 9704132 
 sample_per_sec 190 ; sample_count 9704132 
 sample_per_sec 190 ; sample_count 9707204 
 sample_per_sec 190 ; sample_count 9710276 
 sample_per_sec 190 ; sample_count 9712619 
 sample_per_sec 190 ; sample_count 9712619 
 sample_per_sec 190 ; sample_count 9712619 
 sample_per_sec 190 ; sample_count 9712619 
 sample_per_sec 190 ; sample_count 9713643 
 sample_per_sec 190 ; sample_count 9716715 
 sample_per_sec 190 ; sample_count 9719787 
 sample_per_sec 190 ; sample_count 9719787 
 sample_per_sec 190 ; sample_count 9722152 
 sample_per_sec 190 ; sample_count 9722152 
 sample_per_sec 190 ; sample_count 9722152 
 sample_per_sec 190 ; sample_count 9723176 
 sample_per_sec 190 ; sample_count 9726248 
 sample_per_sec 190 ; sample_count 9729320 
 sample_per_sec 190 ; sample_count 9731697 
 sample_per_sec 190 ; sample_count 9731697 
 sample_per_sec 190 ; sample_count 9731697 
 sample_per_sec 190 ; sample_count 9731697 
 sample_per_sec 190 ; sample_count 9732721 
 sample_per_sec 190 ; sample_count 9734769 
 sample_per_sec 190 ; sample_count 9734769 
 sample_per_sec 190 ; sample_count 9737841 
 sample_per_sec 190 ; sample_count 9741231 
 sample_per_sec 190 ; sample_count 9741231 
 sample_per_sec 190 ; sample_count 9741231 
 sample_per_sec 190 ; sample_count 9741231 
 sample_per_sec 190 ; sample_count 9742255 
 sample_per_sec 190 ; sample_count 9742255 
 sample_per_sec 190 ; sample_count 9745327 
 sample_per_sec 191 ; sample_count 9748399 
 sample_per_sec 191 ; sample_count 9750764 
 sample_per_sec 191 ; sample_count 9750764 
 sample_per_sec 190 ; sample_count 9750764 
 sample_per_sec 190 ; sample_count 9750764 
 sample_per_sec 190 ; sample_count 9751788 
 sample_per_sec 191 ; sample_count 9754860 
 sample_per_sec 191 ; sample_count 9757932 
 sample_per_sec 191 ; sample_count 9757932 
 sample_per_sec 191 ; sample_count 9760275 
 sample_per_sec 191 ; sample_count 9760275 
 sample_per_sec 191 ; sample_count 9760275 
 sample_per_sec 191 ; sample_count 9761299 
 sample_per_sec 191 ; sample_count 9764371 
 sample_per_sec 191 ; sample_count 9767443 
 sample_per_sec 191 ; sample_count 9767443 
 sample_per_sec 191 ; sample_count 9769784 
 sample_per_sec 191 ; sample_count 9769784 
 sample_per_sec 191 ; sample_count 9769784 
 sample_per_sec 191 ; sample_count 9769784 
 sample_per_sec 191 ; sample_count 9770808 
 sample_per_sec 191 ; sample_count 9770808 
 sample_per_sec 191 ; sample_count 9773880 
 sample_per_sec 191 ; sample_count 9775928 
 sample_per_sec 191 ; sample_count 9777976 
 sample_per_sec 191 ; sample_count 9779353 
 sample_per_sec 191 ; sample_count 9779353 
 sample_per_sec 191 ; sample_count 9779353 
 sample_per_sec 191 ; sample_count 9780377 
 sample_per_sec 191 ; sample_count 9783449 
 sample_per_sec 191 ; sample_count 9783449 
 sample_per_sec 191 ; sample_count 9786521 
 sample_per_sec 191 ; sample_count 9788837 
 sample_per_sec 191 ; sample_count 9788837 
 sample_per_sec 191 ; sample_count 9788837 
 sample_per_sec 191 ; sample_count 9789861 
 sample_per_sec 191 ; sample_count 9791909 
 sample_per_sec 191 ; sample_count 9793957 
 sample_per_sec 191 ; sample_count 9797029 
 sample_per_sec 191 ; sample_count 9798341 
 sample_per_sec 191 ; sample_count 9798341 
 sample_per_sec 191 ; sample_count 9798341 
 sample_per_sec 191 ; sample_count 9799365 
 sample_per_sec 191 ; sample_count 9799365 
 sample_per_sec 191 ; sample_count 9802437 
 sample_per_sec 191 ; sample_count 9805509 
 sample_per_sec 191 ; sample_count 9807864 
 sample_per_sec 191 ; sample_count 9807864 
 ------------------------------
Starting work on task 1033
------------------------------
Starting work on task 1034
------------------------------
Starting work on task 1035
------------------------------
Starting work on task 1036
------------------------------
Starting work on task 1037
------------------------------
Starting work on task 1038
------------------------------
Starting work on task 1039
------------------------------
Starting work on task 1040
------------------------------
Starting work on task 1041
------------------------------
Starting work on task 1042
------------------------------
Starting work on task 1043
------------------------------
Starting work on task 1044
------------------------------
Starting work on task 1045
------------------------------
Starting work on task 1046
------------------------------
Starting work on task 1047
------------------------------
Starting work on task 1048
------------------------------
Starting work on task 1049
------------------------------
Starting work on task 1050
------------------------------
Starting work on task 1051
------------------------------
Starting work on task 1052
------------------------------
Starting work on task 1053
------------------------------
Starting work on task 1054
------------------------------
Starting work on task 1055
------------------------------
Starting work on task 1056
sample_per_sec 191 ; sample_count 9807864 
 sample_per_sec 191 ; sample_count 9807864 
 sample_per_sec 191 ; sample_count 9808888 
 sample_per_sec 191 ; sample_count 9808888 
 sample_per_sec 191 ; sample_count 9811960 
 sample_per_sec 191 ; sample_count 9815032 
 sample_per_sec 191 ; sample_count 9817395 
 sample_per_sec 191 ; sample_count 9817395 
 sample_per_sec 191 ; sample_count 9817395 
 sample_per_sec 191 ; sample_count 9818419 
 sample_per_sec 191 ; sample_count 9818419 
 sample_per_sec 191 ; sample_count 9821491 
 sample_per_sec 191 ; sample_count 9824563 
 sample_per_sec 191 ; sample_count 9826611 
 sample_per_sec 191 ; sample_count 9826886 
 sample_per_sec 191 ; sample_count 9826886 
 sample_per_sec 191 ; sample_count 9827910 
 sample_per_sec 191 ; sample_count 9827910 
 sample_per_sec 191 ; sample_count 9830982 
 sample_per_sec 191 ; sample_count 9833030 
 sample_per_sec 191 ; sample_count 9836403 
 sample_per_sec 191 ; sample_count 9836403 
 sample_per_sec 191 ; sample_count 9836403 
 sample_per_sec 191 ; sample_count 9836403 
 sample_per_sec 191 ; sample_count 9837427 
 sample_per_sec 191 ; sample_count 9839475 
 sample_per_sec 191 ; sample_count 9841523 
 sample_per_sec 191 ; sample_count 9843571 
 sample_per_sec 191 ; sample_count 9843571 
 sample_per_sec 191 ; sample_count 9845932 
 sample_per_sec 191 ; sample_count 9845932 
 sample_per_sec 191 ; sample_count 9845932 
 sample_per_sec 191 ; sample_count 9846956 
 sample_per_sec 191 ; sample_count 9849004 
 sample_per_sec 191 ; sample_count 9849004 
 sample_per_sec 191 ; sample_count 9852076 
 sample_per_sec 191 ; sample_count 9854124 
 sample_per_sec 191 ; sample_count 9855486 
 sample_per_sec 191 ; sample_count 9855486 
 sample_per_sec 191 ; sample_count 9855486 
 sample_per_sec 191 ; sample_count 9855486 
 sample_per_sec 191 ; sample_count 9856510 
 sample_per_sec 191 ; sample_count 9858558 
 sample_per_sec 191 ; sample_count 9861630 
 sample_per_sec 191 ; sample_count 9861630 
 sample_per_sec 191 ; sample_count 9865002 
 sample_per_sec 191 ; sample_count 9865002 
 sample_per_sec 191 ; sample_count 9865002 
 sample_per_sec 191 ; sample_count 9865002 
 sample_per_sec 191 ; sample_count 9866026 
 sample_per_sec 191 ; sample_count 9869098 
 sample_per_sec 191 ; sample_count 9872170 
 sample_per_sec 191 ; sample_count 9872170 
 sample_per_sec 191 ; sample_count 9874511 
 sample_per_sec 191 ; sample_count 9874511 
 sample_per_sec 191 ; sample_count 9874511 
 sample_per_sec 191 ; sample_count 9874511 
 sample_per_sec 191 ; sample_count 9875535 
 sample_per_sec 191 ; sample_count 9878607 
 sample_per_sec 191 ; sample_count 9881679 
 sample_per_sec 191 ; sample_count 9884009 
 sample_per_sec 191 ; sample_count 9884009 
 sample_per_sec 191 ; sample_count 9884009 
 sample_per_sec 191 ; sample_count 9884009 
 sample_per_sec 191 ; sample_count 9885033 
 sample_per_sec 191 ; sample_count 9888105 
 sample_per_sec 191 ; sample_count 9888105 
 sample_per_sec 191 ; sample_count 9891177 
 sample_per_sec 191 ; sample_count 9893549 
 sample_per_sec 191 ; sample_count 9893549 
 sample_per_sec 191 ; sample_count 9893549 
 sample_per_sec 191 ; sample_count 9893549 
 sample_per_sec 191 ; sample_count 9894573 
 sample_per_sec 191 ; sample_count 9897645 
 sample_per_sec 191 ; sample_count 9900717 
 sample_per_sec 191 ; sample_count 9900717 
 sample_per_sec 191 ; sample_count 9903088 
 sample_per_sec 191 ; sample_count 9903088 
 sample_per_sec 191 ; sample_count 9903088 
 sample_per_sec 191 ; sample_count 9903088 
 sample_per_sec 191 ; sample_count 9904112 
 sample_per_sec 191 ; sample_count 9907184 
 sample_per_sec 191 ; sample_count 9910256 
 sample_per_sec 191 ; sample_count 9910256 
 sample_per_sec 191 ; sample_count 9912585 
 sample_per_sec 191 ; sample_count 9912585 
 sample_per_sec 191 ; sample_count 9912585 
 sample_per_sec 191 ; sample_count 9912585 
 sample_per_sec 191 ; sample_count 9913609 
 sample_per_sec 191 ; sample_count 9916681 
 sample_per_sec 191 ; sample_count 9919753 
 sample_per_sec 191 ; sample_count 9922123 
 sample_per_sec 191 ; sample_count 9922123 
 sample_per_sec 191 ; sample_count 9922123 
 sample_per_sec 191 ; sample_count 9922123 
 sample_per_sec 191 ; sample_count 9923147 
 sample_per_sec 191 ; sample_count 9925195 
 sample_per_sec 191 ; sample_count 9925195 
 sample_per_sec 191 ; sample_count 9928267 
 sample_per_sec 191 ; sample_count 9931639 
 sample_per_sec 191 ; sample_count 9931639 
 sample_per_sec 191 ; sample_count 9931639 
 sample_per_sec 191 ; sample_count 9931639 
 sample_per_sec 191 ; sample_count 9932663 
 sample_per_sec 191 ; sample_count 9935735 
 sample_per_sec 191 ; sample_count 9938807 
 sample_per_sec 191 ; sample_count 9940855 
 sample_per_sec 191 ; sample_count 9941161 
 sample_per_sec 191 ; sample_count 9941161 
 sample_per_sec 191 ; sample_count 9941161 
 sample_per_sec 191 ; sample_count 9942185 
 sample_per_sec 191 ; sample_count 9944233 
 sample_per_sec 191 ; sample_count 9947305 
 sample_per_sec 191 ; sample_count 9950377 
 sample_per_sec 191 ; sample_count 9950663 
 sample_per_sec 191 ; sample_count 9950663 
 sample_per_sec 191 ; sample_count 9950663 
 sample_per_sec 191 ; sample_count 9951687 
 sample_per_sec 191 ; sample_count 9953735 
 sample_per_sec 191 ; sample_count 9956807 
 sample_per_sec 191 ; sample_count 9960192 
 sample_per_sec 191 ; sample_count 9960192 
 sample_per_sec 191 ; sample_count 9960192 
 sample_per_sec 191 ; sample_count 9960192 
 sample_per_sec 191 ; sample_count 9961216 
 sample_per_sec 191 ; sample_count 9964288 
 sample_per_sec 191 ; sample_count 9967360 
 sample_per_sec 192 ; sample_count 9969408 
 sample_per_sec 192 ; sample_count 9969688 
 sample_per_sec 191 ; sample_count 9969688 
 sample_per_sec 191 ; sample_count 9969688 
 sample_per_sec 191 ; sample_count 9969688 
 sample_per_sec 191 ; sample_count 9970712 
 sample_per_sec 191 ; sample_count 9972760 
 sample_per_sec 191 ; sample_count 9974808 
 sample_per_sec 192 ; sample_count 9977880 
 sample_per_sec 192 ; sample_count 9979238 
 sample_per_sec 192 ; sample_count 9979238 
 sample_per_sec 191 ; sample_count 9979238 
 sample_per_sec 191 ; sample_count 9979238 
 sample_per_sec 191 ; sample_count 9980262 
 sample_per_sec 192 ; sample_count 9982310 
 sample_per_sec 192 ; sample_count 9984358 
 sample_per_sec 192 ; sample_count 9987430 
 sample_per_sec 192 ; sample_count 9988798 
 sample_per_sec 192 ; sample_count 9988798 
 sample_per_sec 192 ; sample_count 9988798 
 sample_per_sec 192 ; sample_count 9988798 
 sample_per_sec 192 ; sample_count 9989822 
 sample_per_sec 192 ; sample_count 9991870 
 sample_per_sec 192 ; sample_count 9993918 
 sample_per_sec 192 ; sample_count 9996990 
 sample_per_sec 192 ; sample_count 9998351 
 sample_per_sec 192 ; sample_count 9998351 
 sample_per_sec 192 ; sample_count 9998351 
 sample_per_sec 192 ; sample_count 9998351 
 sample_per_sec 192 ; sample_count 9999375 
 sample_per_sec 192 ; sample_count 10002447 
 sample_per_sec 192 ; sample_count 10002447 
 sample_per_sec 192 ; sample_count 10005519 
 sample_per_sec 192 ; sample_count 10007844 
 sample_per_sec 192 ; sample_count 10007844 
 sample_per_sec 192 ; sample_count 10007844 
 sample_per_sec 192 ; sample_count 10007844 
 sample_per_sec 192 ; sample_count 10008868 
 sample_per_sec 192 ; sample_count 10010916 
 sample_per_sec 192 ; sample_count 10013988 
 sample_per_sec 192 ; sample_count 10013988 
 sample_per_sec 192 ; sample_count 10017351 
 sample_per_sec 192 ; sample_count 10017351 
 sample_per_sec 192 ; sample_count 10017351 
 sample_per_sec 192 ; sample_count 10017351 
 sample_per_sec 192 ; sample_count 10018375 
 sample_per_sec 192 ; sample_count 10021447 
 sample_per_sec 192 ; sample_count 10021447 
 sample_per_sec 192 ; sample_count 10024519 
 sample_per_sec 192 ; sample_count 10026890 
 sample_per_sec 192 ; sample_count 10026890 
 sample_per_sec 192 ; sample_count 10026890 
 sample_per_sec 192 ; sample_count 10026890 
 sample_per_sec 192 ; sample_count 10027914 
 sample_per_sec 192 ; sample_count 10030986 
 sample_per_sec 192 ; sample_count 10030986 
 sample_per_sec 192 ; sample_count 10034058 
 sample_per_sec 192 ; sample_count 10034058 
 ------------------------------
Starting work on task 1057
------------------------------
Starting work on task 1058
------------------------------
Starting work on task 1059
------------------------------
Starting work on task 1060
------------------------------
Starting work on task 1061
------------------------------
Starting work on task 1062
------------------------------
Starting work on task 1063
------------------------------
Starting work on task 1064
------------------------------
Starting work on task 1065
------------------------------
Starting work on task 1066
------------------------------
Starting work on task 1067
------------------------------
Starting work on task 1068
------------------------------
Starting work on task 1069
------------------------------
Starting work on task 1070
------------------------------
Starting work on task 1071
------------------------------
Starting work on task 1072
------------------------------
Starting work on task 1073
------------------------------
Starting work on task 1074
------------------------------
Starting work on task 1075
------------------------------
Starting work on task 1076
------------------------------
Starting work on task 1077
------------------------------
Starting work on task 1078
------------------------------
Starting work on task 1079
sample_per_sec 192 ; sample_count 10036407 
 sample_per_sec 192 ; sample_count 10036407 
 sample_per_sec 192 ; sample_count 10037431 
 sample_per_sec 192 ; sample_count 10037431 
 sample_per_sec 192 ; sample_count 10040503 
 sample_per_sec 192 ; sample_count 10043575 
 sample_per_sec 192 ; sample_count 10045873 
 sample_per_sec 192 ; sample_count 10045873 
 sample_per_sec 192 ; sample_count 10045873 
 sample_per_sec 192 ; sample_count 10046897 
 sample_per_sec 192 ; sample_count 10049969 
 sample_per_sec 192 ; sample_count 10049969 
 sample_per_sec 192 ; sample_count 10053041 
 sample_per_sec 192 ; sample_count 10055377 
 sample_per_sec 192 ; sample_count 10055377 
 sample_per_sec 192 ; sample_count 10055377 
 sample_per_sec 192 ; sample_count 10056401 
 sample_per_sec 192 ; sample_count 10056401 
 sample_per_sec 192 ; sample_count 10059473 
 sample_per_sec 192 ; sample_count 10062545 
 sample_per_sec 192 ; sample_count 10064928 
 sample_per_sec 192 ; sample_count 10064928 
 sample_per_sec 192 ; sample_count 10064928 
 sample_per_sec 192 ; sample_count 10064928 
 sample_per_sec 192 ; sample_count 10065952 
 sample_per_sec 192 ; sample_count 10065952 
 sample_per_sec 192 ; sample_count 10069024 
 sample_per_sec 192 ; sample_count 10071072 
 sample_per_sec 192 ; sample_count 10074436 
 sample_per_sec 192 ; sample_count 10074436 
 sample_per_sec 192 ; sample_count 10074436 
 sample_per_sec 192 ; sample_count 10074436 
 sample_per_sec 192 ; sample_count 10075460 
 sample_per_sec 192 ; sample_count 10077508 
 sample_per_sec 192 ; sample_count 10079556 
 sample_per_sec 192 ; sample_count 10081604 
 sample_per_sec 192 ; sample_count 10081604 
 sample_per_sec 192 ; sample_count 10083984 
 sample_per_sec 192 ; sample_count 10083984 
 sample_per_sec 192 ; sample_count 10083984 
 sample_per_sec 192 ; sample_count 10085008 
 sample_per_sec 192 ; sample_count 10088080 
 sample_per_sec 192 ; sample_count 10090128 
 sample_per_sec 192 ; sample_count 10092176 
 sample_per_sec 192 ; sample_count 10093527 
 sample_per_sec 192 ; sample_count 10093527 
 sample_per_sec 192 ; sample_count 10093527 
 sample_per_sec 192 ; sample_count 10094551 
 sample_per_sec 192 ; sample_count 10097623 
 sample_per_sec 192 ; sample_count 10097623 
 sample_per_sec 192 ; sample_count 10100695 
 sample_per_sec 192 ; sample_count 10103025 
 sample_per_sec 192 ; sample_count 10103025 
 sample_per_sec 192 ; sample_count 10103025 
 sample_per_sec 192 ; sample_count 10104049 
 sample_per_sec 192 ; sample_count 10105073 
 sample_per_sec 192 ; sample_count 10108145 
 sample_per_sec 192 ; sample_count 10108145 
 sample_per_sec 192 ; sample_count 10111217 
 sample_per_sec 192 ; sample_count 10112536 
 sample_per_sec 192 ; sample_count 10112536 
 sample_per_sec 192 ; sample_count 10112536 
 sample_per_sec 192 ; sample_count 10113560 
 sample_per_sec 192 ; sample_count 10116632 
 sample_per_sec 192 ; sample_count 10119704 
 sample_per_sec 192 ; sample_count 10122054 
 sample_per_sec 192 ; sample_count 10122054 
 sample_per_sec 192 ; sample_count 10122054 
 sample_per_sec 192 ; sample_count 10123078 
 sample_per_sec 192 ; sample_count 10123078 
 sample_per_sec 192 ; sample_count 10126150 
 sample_per_sec 192 ; sample_count 10128198 
 sample_per_sec 192 ; sample_count 10130246 
 sample_per_sec 192 ; sample_count 10131591 
 sample_per_sec 192 ; sample_count 10131591 
 sample_per_sec 192 ; sample_count 10131591 
 sample_per_sec 192 ; sample_count 10132615 
 sample_per_sec 192 ; sample_count 10132615 
 sample_per_sec 192 ; sample_count 10135687 
 sample_per_sec 192 ; sample_count 10138759 
 sample_per_sec 192 ; sample_count 10141117 
 sample_per_sec 192 ; sample_count 10141117 
 sample_per_sec 192 ; sample_count 10141117 
 sample_per_sec 192 ; sample_count 10141117 
 sample_per_sec 192 ; sample_count 10142141 
 sample_per_sec 192 ; sample_count 10142141 
 sample_per_sec 192 ; sample_count 10144189 
 sample_per_sec 192 ; sample_count 10146237 
 sample_per_sec 192 ; sample_count 10148285 
 sample_per_sec 192 ; sample_count 10150650 
 sample_per_sec 192 ; sample_count 10150650 
 sample_per_sec 192 ; sample_count 10150650 
 sample_per_sec 192 ; sample_count 10150650 
 sample_per_sec 192 ; sample_count 10150650 
 sample_per_sec 192 ; sample_count 10151674 
 sample_per_sec 192 ; sample_count 10153722 
 sample_per_sec 192 ; sample_count 10156794 
 sample_per_sec 192 ; sample_count 10158842 
 sample_per_sec 192 ; sample_count 10160151 
 sample_per_sec 192 ; sample_count 10160151 
 sample_per_sec 192 ; sample_count 10160151 
 sample_per_sec 192 ; sample_count 10161175 
 sample_per_sec 192 ; sample_count 10161175 
 sample_per_sec 192 ; sample_count 10163223 
 sample_per_sec 192 ; sample_count 10166295 
 sample_per_sec 192 ; sample_count 10169367 
 sample_per_sec 192 ; sample_count 10169666 
 sample_per_sec 192 ; sample_count 10169666 
 sample_per_sec 192 ; sample_count 10169666 
 sample_per_sec 192 ; sample_count 10170690 
 sample_per_sec 192 ; sample_count 10172738 
 sample_per_sec 192 ; sample_count 10175810 
 sample_per_sec 192 ; sample_count 10175810 
 sample_per_sec 192 ; sample_count 10179198 
 sample_per_sec 192 ; sample_count 10179198 
 sample_per_sec 192 ; sample_count 10179198 
 sample_per_sec 192 ; sample_count 10179198 
 sample_per_sec 192 ; sample_count 10180222 
 sample_per_sec 192 ; sample_count 10180222 
 sample_per_sec 192 ; sample_count 10182270 
 sample_per_sec 192 ; sample_count 10184318 
 sample_per_sec 192 ; sample_count 10186366 
 sample_per_sec 192 ; sample_count 10188414 
 sample_per_sec 192 ; sample_count 10188710 
 sample_per_sec 192 ; sample_count 10188710 
 sample_per_sec 192 ; sample_count 10188710 
 sample_per_sec 192 ; sample_count 10188710 
 sample_per_sec 192 ; sample_count 10189734 
 sample_per_sec 192 ; sample_count 10192806 
 sample_per_sec 192 ; sample_count 10192806 
 sample_per_sec 192 ; sample_count 10194854 
 sample_per_sec 192 ; sample_count 10196902 
 sample_per_sec 192 ; sample_count 10198240 
 sample_per_sec 192 ; sample_count 10198240 
 sample_per_sec 192 ; sample_count 10198240 
 sample_per_sec 192 ; sample_count 10198240 
 sample_per_sec 192 ; sample_count 10199264 
 sample_per_sec 192 ; sample_count 10201312 
 sample_per_sec 192 ; sample_count 10204384 
 sample_per_sec 192 ; sample_count 10206432 
 sample_per_sec 192 ; sample_count 10207762 
 sample_per_sec 192 ; sample_count 10207762 
 sample_per_sec 192 ; sample_count 10207762 
 sample_per_sec 192 ; sample_count 10207762 
 sample_per_sec 192 ; sample_count 10208786 
 sample_per_sec 192 ; sample_count 10210834 
 sample_per_sec 192 ; sample_count 10213906 
 sample_per_sec 192 ; sample_count 10213906 
 sample_per_sec 192 ; sample_count 10217293 
 sample_per_sec 192 ; sample_count 10217293 
 sample_per_sec 192 ; sample_count 10217293 
 sample_per_sec 192 ; sample_count 10217293 
 sample_per_sec 192 ; sample_count 10218317 
 sample_per_sec 192 ; sample_count 10220365 
 sample_per_sec 192 ; sample_count 10222413 
 sample_per_sec 192 ; sample_count 10222413 
 sample_per_sec 192 ; sample_count 10225485 
 sample_per_sec 192 ; sample_count 10226824 
